,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week
21,Jamison Crowder,WAS,1,9,7,108,0,0,0,0,10.8,10.8,2016,7
22,Marqise Lee,JAC,1,8,7,107,0,0,0,0,10.7,10.7,2016,7
23,Demaryius Thomas,DEN,1,10,6,40,1,0,0,0,10.0,10.0,2016,7
24,Marvin Jones,DET,1,5,4,94,0,0,0,0,9.4,9.4,2016,7
25,Golden Tate,DET,1,12,6,93,0,0,0,0,9.3,9.3,2016,7
26,Brian Quick,LAR,1,9,4,92,0,0,0,0,9.2,9.2,2016,7
27,Darrius Heyward-Bey,PIT,1,7,3,30,1,0,0,0,9.0,9.0,2016,7
28,Anquan Boldin,DET,1,4,3,28,1,0,0,0,8.8,8.8,2016,7
29,J.J. Nelson,ARI,1,7,3,84,0,1,4,0,8.8,8.8,2016,7
30,Willie Snead,NO,1,11,9,87,0,0,0,0,8.7,8.7,2016,7
31,Emmanuel Sanders,DEN,1,8,4,86,0,0,0,0,8.6,8.6,2016,7
32,Jarvis Landry,MIA,1,8,5,78,0,0,0,0,7.8,7.8,2016,7
33,Robby Anderson,NYJ,1,3,3,41,0,1,30,0,7.1,7.1,2016,7
34,Brandon Coleman,NO,1,1,1,10,1,0,0,0,7.0,7.0,2016,7
35,Larry Fitzgerald,ARI,1,14,9,70,0,0,0,0,7.0,7.0,2016,7
36,Doug Baldwin,SEA,1,9,6,69,0,0,0,0,6.9,6.9,2016,7
37,Dorial Green-Beckham,PHI,1,4,2,8,1,0,0,0,6.8,6.8,2016,7
38,Michael Floyd,ARI,1,7,5,65,0,0,0,0,6.5,6.5,2016,7
39,Julian Edelman,NE,1,10,9,60,0,0,0,0,6.0,6.0,2016,7
40,Tajae Sharpe,TEN,1,6,4,59,0,0,0,0,5.9,5.9,2016,7
41,Dontrelle Inman,SD,1,6,3,58,0,0,0,0,5.8,5.8,2016,7
42,Kamar Aiken,BAL,1,6,3,55,0,0,0,0,5.5,5.5,2016,7
43,Victor Cruz,NYG,1,8,5,55,0,0,0,0,5.5,5.5,2016,7
44,Travis Benjamin,SD,1,5,4,54,0,0,0,0,5.4,5.4,2016,7
45,Adam Thielen,MIN,1,5,2,52,0,0,0,0,5.2,5.2,2016,7
46,Jermaine Kearse,SEA,1,4,3,51,0,0,0,0,5.1,5.1,2016,7
47,Odell Beckham Jr.,NYG,1,9,5,49,0,0,0,0,4.9,4.9,2016,7
48,Allen Hurns,JAC,1,7,4,45,0,0,0,0,4.5,4.5,2016,7
49,Kenny Britt,LAR,1,8,3,43,0,0,0,0,4.3,4.3,2016,7
50,Seth Roberts,OAK,1,9,4,42,0,0,0,0,4.2,4.2,2016,7
1,Amari Cooper,OAK,1,15,12,173,1,0,0,0,23.3,23.3,2016,8
2,J.J. Nelson,ARI,1,12,8,79,2,0,0,0,19.9,19.9,2016,8
3,Dez Bryant,DAL,1,14,4,113,1,0,0,0,17.3,17.3,2016,8
4,Jamison Crowder,WAS,1,13,9,107,1,0,0,0,16.7,16.7,2016,8
5,Tyreek Hill,KC,1,6,5,98,1,1,7,0,16.5,16.5,2016,8
6,Kendall Wright,TEN,1,5,4,84,1,1,15,0,15.9,15.9,2016,8
7,Allen Hurns,JAC,1,11,7,98,1,0,0,0,15.8,15.8,2016,8
8,Jordy Nelson,GB,1,9,4,94,1,0,0,0,15.4,15.4,2016,8
9,Quincy Enunwa,NYJ,1,11,4,93,1,0,0,0,15.3,15.3,2016,8
10,Andrew Hawkins,CLE,1,8,5,31,2,0,0,0,15.1,15.1,2016,8
11,Chris Hogan,NE,1,4,4,91,1,0,0,0,15.1,15.1,2016,8
12,Mohamed Sanu,ATL,1,10,9,84,1,0,0,0,14.4,14.4,2016,8
13,Stefon Diggs,MIN,1,13,8,76,1,0,0,0,13.6,13.6,2016,8
14,Seth Roberts,OAK,1,7,3,69,1,0,0,0,12.9,12.9,2016,8
15,Taylor Gabriel,ATL,1,3,3,68,1,0,0,0,12.8,12.8,2016,8
16,Jordan Matthews,PHI,1,14,11,65,1,0,0,0,12.5,12.5,2016,8
17,Alshon Jeffery,CHI,1,8,4,63,1,0,0,0,12.3,12.3,2016,8
18,A.J. Green,CIN,1,18,9,121,0,0,0,0,12.1,12.1,2016,8
19,John Brown,ARI,1,4,4,49,1,0,0,0,10.9,10.9,2016,8
20,Michael Crabtree,OAK,1,16,8,108,0,0,0,0,10.8,10.8,2016,8
21,Travis Benjamin,SD,1,9,3,44,1,0,0,0,10.4,10.4,2016,8
22,Brandin Cooks,NO,1,6,4,44,1,0,0,0,10.4,10.4,2016,8
23,Jeremy Maclin,KC,1,10,3,43,1,0,0,0,10.3,10.3,2016,8
24,Terrelle Pryor,CLE,1,13,6,101,0,0,0,0,10.1,10.1,2016,8
25,Donte Moncrief,IND,1,9,4,41,1,1,-1,0,10.0,10.0,2016,8
26,Rishard Matthews,TEN,1,4,4,38,1,0,0,0,9.8,9.8,2016,8
27,Julian Edelman,NE,1,8,4,37,1,1,0,0,9.7,9.7,2016,8
28,Jeff Janis,GB,1,4,4,30,1,0,0,0,9.0,9.0,2016,8
29,Danny Amendola,NE,1,4,3,29,1,0,0,0,8.9,8.9,2016,8
30,Trevor Davis,GB,1,4,3,24,1,0,0,0,8.4,8.4,2016,8
31,Russell Shepard,TB,1,3,2,24,1,0,0,0,8.4,8.4,2016,8
32,Geronimo Allison,GB,1,4,2,21,1,0,0,0,8.1,8.1,2016,8
33,Demaryius Thomas,DEN,1,10,5,79,0,0,0,0,7.9,7.9,2016,8
34,Davante Adams,GB,1,14,12,74,0,0,0,0,7.4,7.4,2016,8
35,Larry Fitzgerald,ARI,1,11,10,74,0,0,0,0,7.4,7.4,2016,8
36,Bryan Walters,JAC,1,2,2,14,1,0,0,0,7.4,7.4,2016,8
37,Kelvin Benjamin,CAR,1,5,2,73,0,0,0,0,7.3,7.3,2016,8
38,Dontrelle Inman,SD,1,7,4,72,0,0,0,0,7.2,7.2,2016,8
39,Allen Robinson,JAC,1,15,6,70,0,0,0,0,7.0,7.0,2016,8
40,Brandon Marshall,NYJ,1,9,4,68,0,0,0,0,6.8,6.8,2016,8
41,Emmanuel Sanders,DEN,1,10,4,68,0,0,0,0,6.8,6.8,2016,8
42,Pierre Garcon,WAS,1,7,6,67,0,0,0,0,6.7,6.7,2016,8
43,Michael Thomas,NO,1,6,6,63,0,0,0,0,6.3,6.3,2016,8
44,Chris Conley,KC,1,5,3,59,0,0,0,0,5.9,5.9,2016,8
45,Walter Powell,BUF,1,8,3,59,0,0,0,0,5.9,5.9,2016,8
46,Adam Humphries,TB,1,4,3,58,0,0,0,0,5.8,5.8,2016,8
47,Jermaine Kearse,SEA,1,7,4,57,0,0,0,0,5.7,5.7,2016,8
48,Willie Snead,NO,1,8,6,56,0,0,0,0,5.6,5.6,2016,8
49,Dorial Green-Beckham,PHI,1,9,5,55,0,0,0,0,5.5,5.5,2016,8
50,Cole Beasley,DAL,1,7,4,53,0,0,0,0,5.3,5.3,2016,8
1,Mike Evans,TB,1,17,11,150,2,0,0,0,27.0,27.0,2016,9
2,Michael Thomas,NO,1,8,5,73,2,0,0,0,19.3,19.3,2016,9
3,Mike Wallace,BAL,1,6,4,124,1,0,0,0,18.4,18.4,2016,9
4,Rishard Matthews,TEN,1,10,6,63,2,0,0,0,18.3,18.3,2016,9
5,Julio Jones,ATL,1,11,8,111,1,0,0,0,17.1,17.1,2016,9
6,Odell Beckham Jr.,NYG,1,10,4,46,2,0,0,0,16.6,16.6,2016,9
7,Robert Woods,BUF,1,13,10,162,0,0,0,0,16.2,16.2,2016,9
8,Jordy Nelson,GB,1,13,7,94,1,0,0,0,15.4,15.4,2016,9
9,Antonio Brown,PIT,1,11,7,85,1,0,0,0,14.5,14.5,2016,9
10,Golden Tate,DET,1,12,11,79,1,1,1,0,14.0,14.0,2016,9
11,Taylor Gabriel,ATL,1,5,5,52,0,2,24,1,13.6,13.6,2016,9
12,Allen Robinson,JAC,1,11,7,76,1,0,0,0,13.6,13.6,2016,9
13,Tyrell Williams,SD,1,7,6,65,1,0,0,0,12.5,12.5,2016,9
14,Jalin Marshall,NYJ,1,4,3,59,1,0,0,0,11.9,11.9,2016,9
15,Cole Beasley,DAL,1,6,6,56,1,0,0,0,11.6,11.6,2016,9
16,Jordan Norwood,DEN,1,4,2,56,1,0,0,0,11.6,11.6,2016,9
