,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
11,Frank Gore,IND,1,17,68,0,2,2,18,1,14.6,14.6,2017,16
12,Matt Breida,SF,1,11,74,1,1,1,8,0,14.2,14.2,2017,16
13,T.J. Yeldon,JAC,1,5,13,1,10,7,64,0,13.7,13.7,2017,16
14,Jay Ajayi,PHI,1,14,52,0,3,2,21,1,13.3,13.3,2017,16
15,Carlos Hyde,SF,1,21,54,1,3,3,19,0,13.3,13.3,2017,16
16,Leonard Fournette,JAC,1,18,48,1,3,3,22,0,13.0,13.0,2017,16
17,Mark Ingram,NO,1,13,44,1,3,3,22,0,12.6,12.6,2017,16
18,DeMarco Murray,TEN,1,15,48,1,4,3,11,0,11.9,11.9,2017,16
19,Ezekiel Elliott,DAL,1,24,97,0,7,4,21,0,11.8,11.8,2017,16
20,Tevin Coleman,ATL,1,6,12,0,4,4,40,1,11.2,11.2,2017,16
21,Alfred Blue,HOU,1,16,108,0,0,0,0,0,10.8,10.8,2017,16
22,Mike Gillislee,NE,1,6,28,1,1,1,15,0,10.3,10.3,2017,16
23,Tion Green,DET,1,7,43,1,0,0,0,0,10.3,10.3,2017,16
24,Duke Johnson,CLE,1,4,20,0,7,7,81,0,10.1,10.1,2017,16
25,Marshawn Lynch,OAK,1,25,95,0,3,2,-3,0,9.2,9.2,2017,16
26,Alvin Kamara,NO,1,12,32,0,9,7,58,0,9.0,9.0,2017,16
27,Kyle Juszczyk,SF,1,0,0,0,5,5,76,0,7.6,7.6,2017,16
28,Latavius Murray,MIN,1,21,69,0,1,1,6,0,7.5,7.5,2017,16
29,Samaje Perine,WAS,1,17,53,0,3,3,21,0,7.4,7.4,2017,16
30,Devontae Booker,DEN,1,8,47,0,8,5,24,0,7.1,7.1,2017,16
31,Alex Collins,BAL,1,18,51,0,4,3,15,0,6.6,6.6,2017,16
32,Lamar Miller,HOU,1,10,55,0,1,1,10,0,6.5,6.5,2017,16
33,Kerwynn Williams,ARI,1,16,51,0,3,2,14,0,6.5,6.5,2017,16
34,Benny Cunningham,CHI,1,0,0,0,2,2,62,0,6.2,6.2,2017,16
35,Wayne Gallman,NYG,1,10,18,0,8,6,44,0,6.2,6.2,2017,16
36,Roosevelt Nix,PIT,1,1,1,1,0,0,0,0,6.1,6.1,2017,16
37,Christian McCaffrey,CAR,1,9,39,0,4,2,19,0,5.8,5.8,2017,16
38,Jamaal Williams,GB,1,15,58,0,3,0,0,0,5.8,5.8,2017,16
39,Kenyan Drake,MIA,1,13,57,0,3,0,0,0,5.7,5.7,2017,16
40,Devonta Freeman,ATL,1,11,36,0,3,2,20,0,5.6,5.6,2017,16
41,Jalen Richard,OAK,1,4,42,0,2,2,14,0,5.6,5.6,2017,16
42,Peyton Barber,TB,1,13,51,0,2,2,4,0,5.5,5.5,2017,16
43,Kapri Bibbs,WAS,1,7,26,0,4,2,28,0,5.4,5.4,2017,16
44,Marlon Mack,IND,1,4,17,0,2,2,37,0,5.4,5.4,2017,16
45,Brian Hill,CIN,1,4,17,0,1,1,34,0,5.1,5.1,2017,16
46,Jerick McKinnon,MIN,1,7,42,0,2,1,9,0,5.1,5.1,2017,16
47,Javorius Allen,BAL,1,8,37,0,1,1,10,0,4.7,4.7,2017,16
48,Isaiah Crowell,CLE,1,12,44,0,4,1,-1,0,4.3,4.3,2017,16
49,Mike Davis,SEA,1,15,25,0,5,4,18,0,4.3,4.3,2017,16
50,Danny Woodhead,BAL,1,1,8,0,6,5,33,0,4.1,4.1,2017,16
1,Dion Lewis,NE,1,26,93,1,7,6,40,1,25.3,25.3,2017,17
2,Latavius Murray,MIN,1,20,111,2,1,1,3,0,23.4,23.4,2017,17
3,Carlos Hyde,SF,1,15,90,2,4,2,10,0,22.0,22.0,2017,17
4,Orleans Darkwa,NYG,1,20,154,1,1,0,0,0,21.4,21.4,2017,17
5,Alvin Kamara,NO,1,9,44,1,7,6,84,0,18.8,18.8,2017,17
6,Derrick Henry,TEN,1,28,51,0,2,1,66,1,17.7,17.7,2017,17
7,Devonta Freeman,ATL,1,11,23,0,11,9,85,1,16.8,16.8,2017,17
8,Alex Collins,BAL,1,20,78,1,6,2,18,0,15.6,15.6,2017,17
9,Duke Johnson,CLE,1,6,20,1,6,6,75,0,15.5,15.5,2017,17
10,Peyton Barber,TB,1,17,71,1,4,2,18,0,14.9,14.9,2017,17
11,Ezekiel Elliott,DAL,1,27,103,0,5,3,38,0,14.1,14.1,2017,17
12,Stevan Ridley,PIT,1,17,80,1,0,0,0,0,14.0,14.0,2017,17
13,Leonard Fournette,JAC,1,19,69,0,5,4,67,0,13.6,13.6,2017,17
14,Alfred Blue,HOU,1,18,39,1,5,4,36,0,13.5,13.5,2017,17
15,Melvin Gordon,LAC,1,17,93,0,7,6,31,0,12.4,12.4,2017,17
16,Anthony Sherman,KC,1,14,40,1,4,3,21,0,12.1,12.1,2017,17
17,Marshawn Lynch,OAK,1,19,101,0,3,2,18,0,11.9,11.9,2017,17
18,Jamaal Williams,GB,1,22,82,0,5,3,31,0,11.3,11.3,2017,17
19,Matt Breida,SF,1,12,72,0,2,1,32,0,10.4,10.4,2017,17
20,De'Angelo Henderson,DEN,1,5,15,0,1,1,29,1,10.4,10.4,2017,17
21,Kapri Bibbs,WAS,1,12,47,0,9,8,53,0,10.0,10.0,2017,17
22,Frank Gore,IND,1,24,100,0,0,0,0,0,10.0,10.0,2017,17
23,Elijhaa Penny,ARI,1,8,39,1,1,0,0,0,9.9,9.9,2017,17
24,Marlon Mack,IND,1,7,28,1,3,2,10,0,9.8,9.8,2017,17
25,Joe Mixon,CIN,1,18,96,0,1,1,1,0,9.7,9.7,2017,17
26,Kareem Hunt,KC,1,1,35,1,0,0,0,0,9.5,9.5,2017,17
27,Kenyan Drake,MIA,1,14,75,0,3,3,15,0,9.0,9.0,2017,17
28,Ameer Abdullah,DET,1,8,18,1,2,1,11,0,8.9,8.9,2017,17
29,Wayne Gallman,NYG,1,15,89,0,2,0,0,0,8.9,8.9,2017,17
30,Lance Dunbar,LAR,1,6,20,1,2,1,1,0,8.1,8.1,2017,17
31,Kerwynn Williams,ARI,1,23,75,0,1,1,6,0,8.1,8.1,2017,17
32,Giovani Bernard,CIN,1,10,52,0,9,6,18,0,7.0,7.0,2017,17
33,Zach Line,NO,1,1,5,0,1,1,3,1,6.8,6.8,2017,17
34,Mike Davis,SEA,1,10,48,0,3,2,16,0,6.4,6.4,2017,17
35,C.J. Anderson,DEN,1,18,61,0,1,0,0,0,6.1,6.1,2017,17
36,Malcolm Brown,LAR,1,14,54,0,5,4,7,0,6.1,6.1,2017,17
37,Bilal Powell,NYJ,1,13,46,0,2,1,10,0,5.6,5.6,2017,17
38,Mark Ingram,NO,1,13,35,0,4,4,19,0,5.4,5.4,2017,17
39,Christian McCaffrey,CAR,1,6,14,0,8,5,40,0,5.4,5.4,2017,17
40,Brandon Bolden,NE,1,9,46,0,4,1,7,0,5.3,5.3,2017,17
41,LeGarrette Blount,PHI,1,9,37,0,1,1,11,0,4.8,4.8,2017,17
42,Marcus Murphy,BUF,1,7,41,0,2,2,7,0,4.8,4.8,2017,17
43,Devontae Booker,DEN,1,3,21,0,1,1,25,0,4.6,4.6,2017,17
44,Mike Tolbert,BUF,1,7,39,0,2,1,6,0,4.5,4.5,2017,17
45,Jerick McKinnon,MIN,1,12,44,0,1,0,0,0,4.4,4.4,2017,17
46,Javorius Allen,BAL,1,5,37,0,1,0,0,0,3.7,3.7,2017,17
47,Tevin Coleman,ATL,1,11,23,0,2,2,14,0,3.7,3.7,2017,17
48,Lamar Miller,HOU,1,8,37,0,0,0,0,0,3.7,3.7,2017,17
49,Tion Green,DET,1,9,21,0,2,2,14,0,3.5,3.5,2017,17
50,LeSean McCoy,BUF,1,11,10,0,3,2,22,0,3.2,3.2,2017,17
